img1,img2,question,answer1,answer2,correct
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_649_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_649_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and moved forward,did not move,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_485_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_485_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,did not move,rotated left and moved forward,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_437_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_437_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and rotated right,rotated left and moved forward,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_438_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_438_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and moved forward,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_459_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_459_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left,rotated right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_687_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_687_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_357_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_357_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left,rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_242_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_242_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and moved forward,rotated left and rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_471_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_471_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_624_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_624_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_351_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_351_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_841_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_841_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_303_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_303_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and moved forward,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_522_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_522_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left,rotated right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_462_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_462_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,did not move,rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_550_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_550_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_875_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_875_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,did not move,rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_421_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_421_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_449_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_449_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left,rotated right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_882_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_882_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,did not move,rotated right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_389_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_389_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and moved forward,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_286_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_286_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and rotated right,rotated left and moved forward,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_895_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_895_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left,rotated right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_360_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_360_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and moved forward,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_344_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_344_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_463_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_463_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_255_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_255_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_268_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_268_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,did not move,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_541_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_541_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,rotated left,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_777_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_777_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,did not move,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_181_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_181_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_809_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_809_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and rotated right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_786_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_786_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_740_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_740_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,rotated right and moved forward,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_538_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_538_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and moved forward,did not move,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_220_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_220_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated left and moved forward,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_830_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_830_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right and moved forward,rotated left and rotated left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_599_0_0.jpg,https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_599_0_1.jpg,The first image is from the beginning of the video and the second image is from the end. How did the camera likely move when shooting the video?,rotated right,did not move,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_365_0_marked.jpg,,I need to go to Kettle (near the mark 0 in the image). Which direction should I turn to face the object?,right by 56 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_614_0_marked.jpg,,I need to go to DiningTable (near the mark 7 in the image). Which direction should I turn to face the object?,right by 46 degrees,left by 46 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_668_0_marked.jpg,,I need to go to Doorway (near the mark 4 in the image). Which direction should I turn to face the object?,right by 40 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_535_0_marked.jpg,,I need to go to Doorway (near the mark 2 in the image). Which direction should I turn to face the object?,right by 44 degrees,left by 44 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_548_0_marked.jpg,,I need to go to Sofa (near the mark 1 in the image). Which direction should I turn to face the object?,left by 40 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_235_0_marked.jpg,,I need to go to Bowl (near the mark 1 in the image). Which direction should I turn to face the object?,left by 18 degrees,right by 18 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_774_0_marked.jpg,,I need to go to Chair (near the mark 8 in the image). Which direction should I turn to face the object?,left by 32 degrees,right by 32 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_119_0_marked.jpg,,I need to go to SideTable (near the mark 2 in the image). Which direction should I turn to face the object?,right by 38 degrees,left by 38 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_351_0_marked.jpg,,I need to go to ShelvingUnit (near the mark 4 in the image). Which direction should I turn to face the object?,left by 50 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_517_0_marked.jpg,,I need to go to Doorway (near the mark 0 in the image). Which direction should I turn to face the object?,look straight,left by 26 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_241_0_marked.jpg,,I need to go to Bed (near the mark 3 in the image). Which direction should I turn to face the object?,left by 16 degrees,right by 16 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_355_0_marked.jpg,,I need to go to Pot (near the mark 1 in the image). Which direction should I turn to face the object?,right by 11 degrees,left by 11 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_479_0_marked.jpg,,I need to go to silve colour toilet  shape decagon (near the mark 2 in the image). Which direction should I turn to face the object?,look straight,left by 50 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_131_0_marked.jpg,,I need to go to Doorway (near the mark 4 in the image). Which direction should I turn to face the object?,left by 40 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_484_0_marked.jpg,,I need to go to HousePlant (near the mark 0 in the image). Which direction should I turn to face the object?,left by 12 degrees,right by 12 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_363_0_marked.jpg,,I need to go to DiningTable (near the mark 6 in the image). Which direction should I turn to face the object?,right by 32 degrees,left by 32 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_743_0_marked.jpg,,I need to go to Chair (near the mark 10 in the image). Which direction should I turn to face the object?,look straight,left by 26 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_846_0_marked.jpg,,I need to go to Statue (near the mark 1 in the image). Which direction should I turn to face the object?,look straight,left by 42 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_555_0_marked.jpg,,I need to go to Window (near the mark 12 in the image). Which direction should I turn to face the object?,right by 17 degrees,left by 17 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_767_0_marked.jpg,,I need to go to Painting (near the mark 22 in the image). Which direction should I turn to face the object?,left by 13 degrees,right by 13 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_282_0_marked.jpg,,I need to go to TVStand (near the mark 5 in the image). Which direction should I turn to face the object?,look straight,left by 52 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_131_0_marked.jpg,,I need to go to Faucet (near the mark 0 in the image). Which direction should I turn to face the object?,left by 24 degrees,right by 24 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_350_0_marked.jpg,,I need to go to Chair (near the mark 6 in the image). Which direction should I turn to face the object?,left by 31 degrees,right by 31 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_410_0_marked.jpg,,I need to go to Painting (near the mark 2 in the image). Which direction should I turn to face the object?,right by 16 degrees,left by 16 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_759_0_marked.jpg,,I need to go to Faucet (near the mark 1 in the image). Which direction should I turn to face the object?,left by 30 degrees,right by 30 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_642_0_marked.jpg,,I need to go to Television (near the mark 0 in the image). Which direction should I turn to face the object?,left by 50 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_481_0_marked.jpg,,I need to go to GarbageCan (near the mark 1 in the image). Which direction should I turn to face the object?,right by 28 degrees,left by 28 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_521_0_marked.jpg,,I need to go to Dresser (near the mark 11 in the image). Which direction should I turn to face the object?,right by 47 degrees,left by 47 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_705_0_marked.jpg,,I need to go to Painting (near the mark 16 in the image). Which direction should I turn to face the object?,look straight,left by 16 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_600_0_marked.jpg,,I need to go to Lettuce (near the mark 0 in the image). Which direction should I turn to face the object?,left by 33 degrees,right by 33 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_179_0_marked.jpg,,I need to go to Chair (near the mark 3 in the image). Which direction should I turn to face the object?,right by 34 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_416_0_marked.jpg,,I need to go to Window (near the mark 12 in the image). Which direction should I turn to face the object?,left by 47 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_818_0_marked.jpg,,I need to go to Doorway (near the mark 0 in the image). Which direction should I turn to face the object?,right by 50 degrees,left by 50 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_141_0_marked.jpg,,I need to go to Chair (near the mark 4 in the image). Which direction should I turn to face the object?,right by 45 degrees,left by 45 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_177_0_marked.jpg,,I need to go to Doorway (near the mark 8 in the image). Which direction should I turn to face the object?,left by 27 degrees,right by 27 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_141_0_marked.jpg,,I need to go to DiningTable (near the mark 3 in the image). Which direction should I turn to face the object?,left by 30 degrees,right by 30 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_335_0_marked.jpg,,I need to go to Television (near the mark 0 in the image). Which direction should I turn to face the object?,look straight,left by 34 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_667_0_marked.jpg,,I need to go to Chair (near the mark 3 in the image). Which direction should I turn to face the object?,left by 30 degrees,right by 30 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_330_0_marked.jpg,,I need to go to GarbageCan (near the mark 2 in the image). Which direction should I turn to face the object?,left by 22 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_265_0_marked.jpg,,I need to go to SideTable (near the mark 2 in the image). Which direction should I turn to face the object?,right by 13 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_538_0_marked.jpg,,I need to go to Pillow (near the mark 0 in the image). Which direction should I turn to face the object?,right by 50 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_580_0_marked.jpg,,I need to go to Painting (near the mark 1 in the image). Which direction should I turn to face the object?,right by 27 degrees,look straight,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_523_0_marked.jpg,,I need to go to red colour plunger  shape cone (near the mark 0 in the image). Which direction should I turn to face the object?,look straight,right by 30 degrees,2
