img1,img2,question,answer1,answer2,correct
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_289_0_marked.jpg,,I need to go to Bed (near the mark 4 in the image). Which direction should I turn to face the object?,left by 22 degrees,right by 22 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_296_0_marked.jpg,,I need to go to SideTable (near the mark 3 in the image). Which direction should I turn to face the object?,right by 30 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_483_0_marked.jpg,,I need to go to Doorway (near the mark 4 in the image). Which direction should I turn to face the object?,look straight,left by 30 degrees,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_378_0_marked.jpg,,I need to go to Window (near the mark 0 in the image). Which direction should I turn to face the object?,look straight,right by 30 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_798_0_marked.jpg,,I need to go to Chair (near the mark 4 in the image). Which direction should I turn to face the object?,left by 30 degrees,look straight,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_395_0_marked.jpg,,I need to go to Fridge (near the mark 16 in the image). Which direction should I turn to face the object?,left by 15 degrees,right by 15 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_304_0_marked.jpg,,I need to go to Box (near the mark 8 in the image). Which direction should I turn to face the object?,look straight,left by 20 degrees,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_531_0_marked.jpg,,"If I turn left by 29 degrees, will I be facing away from silve colour toilet  shape decagon (near the mark 5 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_116_0_marked.jpg,,"If I turn left by 29 degrees, will I be facing away from Window (near the mark 18 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_107_0_marked.jpg,,"If I turn right by 16 degrees, will I be facing away from HousePlant (near the mark 1 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_645_0_marked.jpg,,"If I turn left by 40 degrees, will I be facing away from HousePlant (near the mark 6 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_565_0_marked.jpg,,"If I look straight, will I be facing away from Painting (near the mark 4 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_478_0_marked.jpg,,"If I rotated right and moved forward, would Sink (marked 4 in the image) move further from the camera?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_721_0_marked.jpg,,"If I look straight, will I be facing away from Stool (near the mark 2 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_334_0_marked.jpg,,"If I look straight, will I be facing away from twotiered metal cart (near the mark 9 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_375_0_marked.jpg,,"If I turn left by 32 degrees, will I be facing away from Chair (near the mark 4 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_262_0_marked.jpg,,"If I turn right by 30 degrees, will I be facing away from HousePlant (near the mark 1 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_424_0_marked.jpg,,"If I turn left by 28 degrees, will I be facing away from DeskLamp (near the mark 0 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_375_0_marked.jpg,,"If I look straight, will I be facing away from Painting (near the mark 21 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_422_0_marked.jpg,,"If I turn right by 28 degrees, will I be facing away from oval dog bed in gray fabric (near the mark 1 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_335_0_marked.jpg,,"If I turn right by 12 degrees, will I be facing away from TVStand (near the mark 7 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_672_0_marked.jpg,,"If I rotated left, would Pan (marked 5 in the image) move further from the camera?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_280_0_marked.jpg,,"If I turn left by 40 degrees, will I be facing away from Sofa (near the mark 3 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_814_0_marked.jpg,,"If I turn left by 37 degrees, will I be facing away from Painting (near the mark 7 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_525_0_marked.jpg,,"If I turn right by 49 degrees, will I be facing away from Painting (near the mark 1 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_667_0_marked.jpg,,"If I turn right by 39 degrees, will I be facing away from DiningTable (near the mark 5 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_657_0_marked.jpg,,"If I turn left by 48 degrees, will I be facing away from Doorway (near the mark 5 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_547_0_marked.jpg,,"If I turn left by 51 degrees, will I be facing away from Doorway (near the mark 2 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_798_0_marked.jpg,,"If I turn left by 50 degrees, will I be facing away from DiningTable (near the mark 5 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_668_0_marked.jpg,,"If I turn left by 16 degrees, will I be facing away from Bed (near the mark 0 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_614_0_marked.jpg,,"If I turn left by 47 degrees, will I be facing away from Chair (near the mark 0 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_802_0_marked.jpg,,"If I turn right by 56 degrees, will I be facing away from HousePlant (near the mark 0 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_594_0_marked.jpg,,"If I turn left by 42 degrees, will I be facing away from SideTable (near the mark 1 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_731_0_marked.jpg,,"If I turn right by 46 degrees, will I be facing away from TVStand (near the mark 8 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_387_0_marked.jpg,,"If I turn left by 49 degrees, will I be facing away from Doorway (near the mark 12 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_125_0_marked.jpg,,"If I rotated left and moved forward, would Dresser (marked 19 in the image) move further from the camera?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_642_0_marked.jpg,,"If I look straight, will I be facing away from TVStand (near the mark 6 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_609_0_marked.jpg,,"If I turn left by 41 degrees, will I be facing away from Vase (near the mark 0 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_141_0_marked.jpg,,"If I turn right by 45 degrees, will I be facing away from Chair (near the mark 4 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_855_0_marked.jpg,,"If I turn left by 31 degrees, will I be facing away from HousePlant (near the mark 4 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_414_0_marked.jpg,,"If I turn right by 33 degrees, will I be facing away from ArmChair (near the mark 7 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_729_0_marked.jpg,,"If I look straight, will I be facing away from Painting (near the mark 1 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_292_0_marked.jpg,,"If I turn left by 34 degrees, will I be facing away from Painting (near the mark 7 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_764_0_marked.jpg,,"If I rotated left and moved forward, would Window (marked 19 in the image) move further from the camera?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_659_0_marked.jpg,,"If I turn right by 22 degrees, will I be facing away from Sink (near the mark 3 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_365_0_marked.jpg,,"If I turn right by 23 degrees, will I be facing away from CounterTop (near the mark 15 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_846_0_marked.jpg,,"If I look straight, will I be facing away from Book (near the mark 2 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_208_0_marked.jpg,,"If I turn left by 27 degrees, will I be facing away from Painting (near the mark 6 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_448_0_marked.jpg,,"If I look straight, will I be facing away from Painting (near the mark 3 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_756_0_marked.jpg,,"If I turn right by 35 degrees, will I be facing away from HousePlant (near the mark 2 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_165_0_marked.jpg,,"If I turn left by 50 degrees, will I be facing away from Sofa (near the mark 9 in the image)?",yes,no,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_726_0_marked.jpg,,"If I turn right by 15 degrees, will I be facing away from Sink (near the mark 1 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_640_0_marked.jpg,,"If I look straight, will I be facing away from Window (near the mark 9 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_861_0_marked.jpg,,"If I turn right by 42 degrees, will I be facing away from ArmChair (near the mark 0 in the image)?",no,yes,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_614_0_marked.jpg,,"If I turn left by 46 degrees, will I be facing away from DiningTable (near the mark 7 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_355_0_marked.jpg,,"If I turn right by 11 degrees, will I be facing away from Pot (near the mark 1 in the image)?",no,yes,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_691_0_marked.jpg,,"If I turn left by 15 degrees, will I be facing away from blue translucent garbage bag (near the mark 1 in the image)?",yes,no,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Newspaper (near marked 0) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Newspaper (near marked 0) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Newspaper (near marked 0) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the black colored wooden chair (near marked 1) be to my left or right?",right,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the black colored wooden chair (near marked 1) be to their left or right?",roughly straight ahead,right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Pencil (near marked 2) be to my left or right?",roughly straight ahead,right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Pencil (near marked 2) be to their left or right?",roughly straight ahead,right,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 3) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Bowl (near marked 3) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the HousePlant (near marked 4) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the HousePlant (near marked 4) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the KeyChain (near marked 5) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the brown square dining table (near marked 6) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the brown square dining table (near marked 6) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the black colored wooden chair (near marked 7) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the black colored wooden chair (near marked 7) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open cardboard box (near marked 4) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 5) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 6) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Vase (near marked 7) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 8) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open brown cardboard box (near marked 12) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the blue modern dining table (near marked 13) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open cardboard box (near marked 4) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the open cardboard box (near marked 4) be to their left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 5) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Bowl (near marked 5) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 6) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the DeskLamp (near marked 6) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Vase (near marked 7) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Vase (near marked 7) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 8) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the DeskLamp (near marked 8) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open brown cardboard box (near marked 12) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the open brown cardboard box (near marked 12) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the blue modern dining table (near marked 13) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the blue modern dining table (near marked 13) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_737_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_737_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Doorway (near marked 0) be to their left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Doorway (near marked 0) be to their left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the Doorway (near marked 4) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the black colour rectangle shape wooden material (near marked 7) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the modern dark walnut bed with gray upholstered headboard (near marked 1) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the right, will the modern dark walnut bed with gray upholstered headboard (near marked 1) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the Book (near marked 2) be to my left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the right, will the Book (near marked 2) be to their left or right?",roughly straight ahead,left,1
